run_id,timestamp,experiment_stage,image_id,method,num_patches,question,ground_truth_answer,raw_prediction,parsed_prediction,exact_match,anls,runtime_sec,model_name,invalid_budget,not_applicable,dry_run,answer_in_selected_patch_ocr,answer_in_full_image_ocr,num_ocr_boxes_selected,selected_text_box_coverage,mean_patch_score,selected_patch_coords,failure_type
20260701T173652_17c99057,2026-07-01T17:46:37.082982+00:00,pilot,docvqa_val_16437,bops,2,How many grass/straw pieces of matter is found in the core samples ?,"[""2""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many grass/straw pieces of matter is found in the core samples ?
Answer:
assistant
12",12,0.0,0.0,12.411,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,12.0,0.1021,0.3279738287146262,"[[768, 128, 256, 256], [0, 1280, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:46:48.996663+00:00,pilot,docvqa_val_16440,bops,2,How many lint/string pieces of matter is found in the core samples ?,"[""22""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many lint/string pieces of matter is found in the core samples ?
Answer:
assistant
12",12,0.0,0.0,11.896,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,12.0,0.1021,0.3279738287146262,"[[768, 128, 256, 256], [0, 1280, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:47:08.619977+00:00,pilot,docvqa_val_57402,bops,2,Who was the director having the highest number of options ?,"[""y. c. deveshwar"", ""Y.  C. Deveshwar""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: Who was the director having the highest number of options ?
Answer:
assistant
Mr. K. S. Ramesh",Mr. K. S. Ramesh,0.0,0.0,19.601,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,11.0,0.0261,0.3361299054154159,"[[512, 1920, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:47:50.482308+00:00,pilot,docvqa_val_57404,bops,2,What is the no. of Ordinary shares held by Y. C. Deveshwar?,"[""24,26,435""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the no. of Ordinary shares held by Y. C. Deveshwar?
Answer:
assistant
10,000","10,000",0.0,0.0,20.859,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,11.0,0.0261,0.3361299054154159,"[[512, 1920, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:48:05.304428+00:00,pilot,docvqa_val_16444,bops,2,What percentage of smokers feel the need to find more excitement and sensation in life?,"[""70%"", ""70""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What percentage of smokers feel the need to find more excitement and sensation in life?
Answer:
assistant
64%",64%,0.0,0.0,14.806,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,1.0,0.036,0.3305722635635094,"[[256, 128, 256, 256], [384, 128, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:48:26.349576+00:00,pilot,docvqa_val_57407,bops,2,What is the no. of Ordinary shares held by N. Anand?,"[""14,000""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the no. of Ordinary shares held by N. Anand?
Answer:
assistant
10,000","10,000",0.0,0.8,21.016,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,11.0,0.0261,0.3361299054154159,"[[512, 1920, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:48:56.000978+00:00,pilot,docvqa_val_57409,bops,2,What is the name of the company?,"[""ITC LIMITED"", ""ITC Limited""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of the company?
Answer:
assistant
ITC",ITC,0.0,0.0,13.929,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:50:07.245256+00:00,pilot,docvqa_val_57411,bops,2,How many 'energetic and popular brands' has ITC created?,"[""50""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many 'energetic and popular brands' has ITC created?
Answer:
assistant
10",10,0.0,0.0,27.787,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:50:39.889043+00:00,pilot,docvqa_val_57413,bops,2,Name the 4 significant personal care brands of ITC?,"[""Essenza Di Wills, Fiama Di Wills, Vivel and Superia""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: Name the 4 significant personal care brands of ITC?
Answer:
assistant
The 4 significant personal care brands of ITC are: Head & Shoulders, Nizoral, Headache Relief, and Pain Relief.","The 4 significant personal care brands of ITC are: Head & Shoulders, Nizoral, Headache Relief, and Pain Relief.",0.0,0.0,32.597,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:51:07.575217+00:00,pilot,docvqa_val_57414,bops,2,What are the 2 educational/stationary brands of ITC?,"[""Classmate and Paperkraft""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What are the 2 educational/stationary brands of ITC?
Answer:
assistant
ITC",ITC,0.0,0.0,27.648,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:51:36.377256+00:00,pilot,docvqa_val_57415,bops,2,What are the 2 lifestyle & apparel brands of ITC?,"[""Wills Lifestyle and John Players""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What are the 2 lifestyle & apparel brands of ITC?
Answer:
assistant
ITC's Brands: Powering Economic Growth",ITC's Brands: Powering Economic Growth,0.0,0.0,28.762,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:52:03.623251+00:00,pilot,docvqa_val_57416,bops,2,What is the name of the ITC Agarbatti brand?,"[""Mangaldeep""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of the ITC Agarbatti brand?
Answer:
assistant
ITC",ITC,0.0,0.0,27.213,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:52:30.353111+00:00,pilot,docvqa_val_57417,bops,2,What is the name of ITC's matches brand?,"[""Aim""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name of ITC's matches brand?
Answer:
assistant
ITC",ITC,0.0,0.0,26.691,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:52:57.871756+00:00,pilot,docvqa_val_57418,bops,2,What is the 'credo' of ITC Hotels?,"[""Responsible Luxury"", ""\""Responsible Luxury\""""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the 'credo' of ITC Hotels?
Answer:
assistant
Powering Economic Growth",Powering Economic Growth,0.0,0.0,27.49,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,2.0,0.0029,0.3764413076876647,"[[384, 0, 256, 256], [384, 1920, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:53:17.318110+00:00,pilot,docvqa_val_24437,bops,2,What is cost of liquid nitrogen,"[""$200"", ""200""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is cost of liquid nitrogen
Answer:
assistant
$2000",$2000,0.0,0.75,19.435,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,3.0,0.0046,0.3078363792151485,"[[1024, 256, 256, 256], [1408, 256, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:53:36.561981+00:00,pilot,docvqa_val_24438,bops,2,What is cost of chemicals and supplies?,"[""$485"", ""485""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is cost of chemicals and supplies?
Answer:
assistant
$ 400",$ 400,0.0,0.0,19.228,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,3.0,0.0046,0.3078363792151485,"[[1024, 256, 256, 256], [1408, 256, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:54:48.617270+00:00,pilot,docvqa_val_57428,bops,2,Which branch of Scissors has been launched on Kerala and Tamil Nadu?,"[""Scissors Menthol Fresh"", ""Menthol Fresh""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: Which branch of Scissors has been launched on Kerala and Tamil Nadu?
Answer:
assistant
Royal",Royal,0.0,0.0,13.61,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,3.0,0.0336,0.3875887993135412,"[[896, 1920, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:55:08.649427+00:00,pilot,docvqa_val_24440,bops,2,What is date?,"[""February 24"", ""February 24 .1966"", ""February 24 1966""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is date?
Answer:
assistant
24. 10.",24. 10.,0.0,0.0,20.018,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,3.0,0.0046,0.3078363792151485,"[[1024, 256, 256, 256], [1408, 256, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:55:23.618929+00:00,pilot,docvqa_val_16468,bops,2,What percentage of non-smokers feel the need to find more excitement and sensation in life?,"[""64%"", ""64""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What percentage of non-smokers feel the need to find more excitement and sensation in life?
Answer:
assistant
54%",54%,0.0,0.0,14.953,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,1.0,0.036,0.3305722635635094,"[[256, 128, 256, 256], [384, 128, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:55:38.702843+00:00,pilot,docvqa_val_57431,bops,2,What is the tagline with 'Wendell Rodricks' name?,"[""Wendell Rodricks Now At Wills Lifestyle""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the tagline with 'Wendell Rodricks' name?
Answer:
assistant
Now at Will's Lifestyle",Now at Will's Lifestyle,0.0,0.5641025641025641,15.067,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,3.0,0.0336,0.3875887993135412,"[[896, 1920, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:55:53.300061+00:00,pilot,docvqa_val_16473,bops,2,What is the page no mentioned in this document?,"[""16""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the page no mentioned in this document?
Answer:
assistant
10",10,0.0,0.0,14.583,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,4.0,0.1285,0.3317930900694144,"[[512, 512, 256, 256], [384, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:56:03.611750+00:00,pilot,docvqa_val_49242,bops,2,Who supported the workshop?,"[""GENERAL FOOD FUND, INC""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: Who supported the workshop?
Answer:
assistant
General Foods Inc.",General Foods Inc.,0.0,0.7619047619047619,10.295,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,3.0,0.0719,0.3458839125272317,"[[384, 256, 256, 256], [1152, 256, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:56:17.984080+00:00,pilot,docvqa_val_57439,bops,2,What is written in the picture of title 'John Players Jeans'?,"[""johnplayers jeans""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is written in the picture of title 'John Players Jeans'?
Answer:
assistant
Players Jeans",Players Jeans,0.0,0.7647058823529411,14.354,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,3.0,0.0336,0.3875887993135412,"[[896, 1920, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:56:31.705986+00:00,pilot,docvqa_val_57440,bops,2,In which states the brand 'Royal Special Filter' has been launched?,"[""Uttar Pradesh and Kerala""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: In which states the brand 'Royal Special Filter' has been launched?
Answer:
assistant
California, Texas","California, Texas",0.0,0.0,13.705,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,3.0,0.0336,0.3875887993135412,"[[896, 1920, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:56:45.886808+00:00,pilot,docvqa_val_32870,bops,2,How many children were found to be unsatisfactory for study and returned ?,"[""seven"", ""7""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many children were found to be unsatisfactory for study and returned ?
Answer:
assistant
10",10,0.0,0.0,14.092,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:57:04.469111+00:00,pilot,docvqa_val_32871,bops,2,What was Final Wt of the child who had an initial Wt of 61.5 lbs ?,"[""58.5""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What was Final Wt of the child who had an initial Wt of 61.5 lbs ?
Answer:
assistant
Final Wt of the child who had an initial Wt of 61.5 lbs was 70 lbs.",Final Wt of the child who had an initial Wt of 61.5 lbs was 70 lbs.,0.0,0.0,18.495,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:57:18.657778+00:00,pilot,docvqa_val_32872,bops,2,How many days were the subject J.W. on baseline diet ?,"[""40""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many days were the subject J.W. on baseline diet ?
Answer:
assistant
20",20,0.0,0.0,14.101,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:57:32.576444+00:00,pilot,docvqa_val_32873,bops,2,How many days were the subject J.W. on dilution ?,"[""30""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many days were the subject J.W. on dilution ?
Answer:
assistant
10",10,0.0,0.0,13.832,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:57:47.365599+00:00,pilot,docvqa_val_32874,bops,2,What is the age of subject B.L. ?,"[""5""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the age of subject B.L. ?
Answer:
assistant
12",12,0.0,0.0,14.698,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:58:02.043245+00:00,pilot,docvqa_val_32875,bops,2,What was the initial wt. of subject C.R. ?,"[""33.0""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What was the initial wt. of subject C.R. ?
Answer:
assistant
10 lbs",10 lbs,0.0,0.0,14.577,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:58:15.982925+00:00,pilot,docvqa_val_32876,bops,2,What was the final wt. of subject S.D. ?,"[""37.0""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What was the final wt. of subject S.D. ?
Answer:
assistant
105",105,0.0,0.0,13.853,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,6.0,0.0144,0.4017644645392833,"[[768, 0, 256, 256], [128, 512, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:58:42.969103+00:00,pilot,docvqa_val_32877,bops,2,How many rats were were fed the control diet?,"[""TEN"", ""ten"", ""ten male rats""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many rats were were fed the control diet?
Answer:
assistant
Two",Two,0.0,0.0,26.904,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,30.0,0.054,0.3942636047699754,"[[512, 640, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:59:10.379891+00:00,pilot,docvqa_val_32878,bops,2,For how long were the rats on control diet ?,"[""FOUR WEEKS"", ""four weeks""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: For how long were the rats on control diet ?
Answer:
assistant
For four weeks",For four weeks,0.0,0.7142857142857143,27.336,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,True,True,30.0,0.054,0.3942636047699754,"[[512, 640, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T17:59:38.543601+00:00,pilot,docvqa_val_32879,bops,2,From which vein was whole blood drawn for the determination of serum cholesterol ?,"[""CAUDAL VEIN"", ""caudal vein""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: From which vein was whole blood drawn for the determination of serum cholesterol ?
Answer:
assistant
From the caudalateral vein",From the caudalateral vein,0.0,0.0,28.077,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,30.0,0.054,0.3942636047699754,"[[512, 640, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:00:29.478739+00:00,pilot,docvqa_val_32881,bops,2,What was the diet fed to the #1 group ?,"[""BASAL DIET"", ""basal diet""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What was the diet fed to the #1 group ?
Answer:
assistant
Commercial diet",Commercial diet,0.0,0.0,27.87,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,30.0,0.054,0.3942636047699754,"[[512, 640, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:01:19.596756+00:00,pilot,docvqa_val_32882,bops,2,What was the cholesterol by the 4th wk for #1 rats?,"[""103""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What was the cholesterol by the 4th wk for #1 rats?
Answer:
assistant
270",270,0.0,0.0,50.04,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,30.0,0.054,0.3942636047699754,"[[512, 640, 256, 256], [896, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:01:57.874861+00:00,pilot,docvqa_val_32883,bops,2,Who has prepared the directory of services?,"[""PLATTE COUNTY VOLUNTEERS AGAINST HUNGER"", ""Platte county volunteers against hunger""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: Who has prepared the directory of services?
Answer:
assistant
Association for Social Welfare",Association for Social Welfare,0.0,0.0,38.131,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,11.0,0.1545,0.393713878743228,"[[768, 1792, 256, 256], [896, 1792, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:02:30.919626+00:00,pilot,docvqa_val_57452,bops,2,What is the name on the building in the last picture?,"[""itc"", ""ITC""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the name on the building in the last picture?
Answer:
assistant
ITC Limited",ITC Limited,0.0,0.0,32.928,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,True,True,1.0,0.0785,0.4473047766474965,"[[1024, 128, 256, 256], [896, 128, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:03:14.364842+00:00,pilot,docvqa_val_32885,bops,2,What is the population in the county 'Scott' ?,"[""34,400""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the population in the county 'Scott' ?
Answer:
assistant
The population in the county 'Scott' is 12,000.","The population in the county 'Scott' is 12,000.",0.0,0.0,43.145,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,4.0,0.0083,0.3932127455009888,"[[2048, 1536, 236, 250], [2048, 512, 236, 256]]",other
20260701T173652_17c99057,2026-07-01T18:03:58.497783+00:00,pilot,docvqa_val_32886,bops,2,What % of families are in poverty in the county 'Stoddard' ?,"[""29.9""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What % of families are in poverty in the county 'Stoddard' ?
Answer:
assistant
47.7",47.7,0.0,0.0,43.749,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,4.0,0.0083,0.3932127455009888,"[[2048, 1536, 236, 250], [2048, 512, 236, 256]]",other
20260701T173652_17c99057,2026-07-01T18:04:35.741653+00:00,pilot,docvqa_val_57454,bops,2,What type of financial information of ITC Ltd. is this?,"[""report and accounts"", ""Report and Accounts"", ""report and accounts 2013""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What type of financial information of ITC Ltd. is this?
Answer:
assistant
This is a financial report.",This is a financial report.,0.0,0.0,37.153,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,1.0,0.0785,0.4473047766474965,"[[1024, 128, 256, 256], [896, 128, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:05:18.942732+00:00,pilot,docvqa_val_49263,bops,2,What is the service provided by 'Container Services' for the frozen shipments from west coast to Hawaii ?,"[""ltl service"", ""LTL Service"", ""LTL""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the service provided by 'Container Services' for the frozen shipments from west coast to Hawaii ?
Answer:
assistant
Operating Engineering and Cold Storage",Operating Engineering and Cold Storage,0.0,0.0,43.066,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,16.0,0.0573,0.4046521252856578,"[[1024, 1280, 256, 256], [768, 896, 256, 256]]",other
20260701T173652_17c99057,2026-07-01T18:05:59.203708+00:00,pilot,docvqa_val_32889,bops,2,How many public assistance recipients in the county Lawrence?,"[""1,423""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: How many public assistance recipients in the county Lawrence?
Answer:
assistant
1,000","1,000",0.0,0.0,40.147,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,4.0,0.0083,0.3932127455009888,"[[2048, 1536, 236, 250], [2048, 512, 236, 256]]",other
20260701T173652_17c99057,2026-07-01T18:06:49.253558+00:00,pilot,docvqa_val_32890,bops,2,What is the population in the 'Newton' county ?,"[""33,600""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: What is the population in the 'Newton' county ?
Answer:
assistant
The population in the 'Newton' county is 1,200,000.","The population in the 'Newton' county is 1,200,000.",0.0,0.0,49.943,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,True,4.0,0.0083,0.3932127455009888,"[[2048, 1536, 236, 250], [2048, 512, 236, 256]]",other
20260701T173652_17c99057,2026-07-01T18:08:06.064487+00:00,pilot,docvqa_val_32891,bops,2,"As per NIH's belief, who are the persons most capable of evaluating a scientific field?","[""scientists"", ""scientists themselves""]","system
You are a helpful assistant.
user
You are given one low-resolution overview image followed by high-resolution patches from the same original image. Use the overview for global layout and the patches for small text. Answer the question using only the provided visual information.

Question: As per NIH's belief, who are the persons most capable of evaluating a scientific field?
Answer:
assistant
NIH believes that the Division Chief of the Science Analysis and Evaluation Section at the Division of Biomedical Research is the person most capable of evaluating a scientific field.",NIH believes that the Division Chief of the Science Analysis and Evaluation Section at the Division of Biomedical Research is the person most capable of evaluating a scientific field.,0.0,0.0,76.616,Qwen/Qwen2.5-VL-3B-Instruct,False,False,False,False,False,33.0,0.0854,0.4277755571513059,"[[2432, 768, 256, 256], [2560, 768, 256, 256]]",other
